node,label,degree,weighted_degree,betweenness,closeness,eigenvector,pagerank,clustering_coef,core_number
0,HBDIS000006,5,2.136,2.5188599639803025e-05,0.15236337567827204,0.018278344022416394,0.0013155926699804305,0.42386320794556775,5
1,HBDIS000030,6,3.3377729999999994,0.0,0.1721525040198593,0.04890996106075588,0.0018227861670089306,0.5384280994247728,5
2,HBDIS000051,5,3.048367,0.0,0.17059061250504393,0.047701567839115146,0.001628286333580698,0.7945832161140173,5
3,HBDIS000053,8,0.867793,0.0023425397665016814,0.05906720714788977,5.599061798003004e-05,0.0015489699080629379,0.047318775488132805,5
4,HBDIS000057,8,1.238819,0.009357564766186825,0.09084055332424341,0.0014565596763891644,0.0013978417844879628,0.008860869414999088,5
5,HBDIS000111,5,1.737763,0.0017128247755066057,0.14154077803455317,0.017911715986199797,0.0011167813983446533,0.4334748955723991,5
6,HBDIS000114,46,25.011743000000003,0.005740901667905105,0.19391220139507492,0.10352044626914689,0.012572522226572494,0.08836726544883158,5
7,HBDIS000115,7,3.424384,0.0007052807899144847,0.169405287180953,0.03459923760220313,0.0019459727049403884,0.3281538604602109,5
8,HBDIS000117,5,0.396286,0.020528708706439466,0.04716310136854711,4.3562482760619634e-05,0.0007270155812192094,0.033286384867531736,5
9,HBDIS000132,7,1.5834629999999998,0.008967141471769876,0.11357047735124237,0.00430942413304105,0.0012810793469022802,0.005602009123753106,5
10,HBDIS000134,6,1.043447,0.01756904824876261,0.0957463004581762,0.0025288582250909356,0.000961381561397645,0.0,5
11,HBDIS000140,5,1.216008,0.004168713240387401,0.1077311123321858,0.0033331120990146143,0.0009539241844263475,0.0,5
12,HBDIS000165,11,6.244251,0.0021158423697434543,0.18332964441717933,0.06223658302092153,0.003309266194144391,0.26312050113704344,5
13,HBDIS000169,8,3.5316590000000003,2.5188599639803025e-05,0.16535279043759046,0.029293492787778944,0.0021038443810132003,0.22273130879105657,5
